order,bill_to_name,customer_class,ship_date,part_number,description,license,ordered,shipped,price,extension,standard_cost,category,sub_category,city,state
2023-31479-00,TARGET DC 3804,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,28.00,28.00,13.82,387.07,12.73,Branded,Cakebites,WEST JEFFERSON,OH
2023-31478-00,TARGET DC 3802,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,69.00,69.00,13.82,953.86,12.73,Branded,Cakebites,AMSTERDAM,NY
2023-31477-00,TARGET DC 3801,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,30.00,30.00,13.82,414.72,12.73,Branded,Cakebites,MIDLOTHIAN,TX
2023-31476-00,TARGET DC 0594,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,73.00,73.00,13.82,"1,009.15",12.73,Branded,Cakebites,LUGOFF,SC
2023-31475-00,TARGET DC 0593,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,38.00,38.00,13.82,525.31,12.73,Branded,Cakebites,SHAFTER,CA
2023-31474-00,TARGET DC 0589,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,63.00,63.00,13.82,870.91,12.73,Branded,Cakebites,CHAMBERSBURG,PA
2023-31473-00,TARGET DC 0588,RETAIL,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,49.00,49.00,13.82,677.38,12.73,Branded,Cakebites,PHOENIX,AZ
2023-31472-00,TARGET DC 0587,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,72.00,72.00,13.82,995.33,12.73,Branded,Cakebites,GALESBURG,MI
2023-31471-00,TARGET DC 0580,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,65.00,65.00,13.82,898.56,12.73,Branded,Cakebites,MADISON,AL
2023-31470-00,TARGET DC 0579,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,72.00,72.00,13.82,995.33,12.73,Branded,Cakebites,WILTON,NY
2023-31469-00,TARGET DC 0578,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,30.00,30.00,13.82,414.72,12.73,Branded,Cakebites,TYLER,TX
2023-31468-00,TARGET DC 0560,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,52.00,52.00,13.82,718.85,12.73,Branded,Cakebites,STUARTS DRAFT,VA
2023-31467-00,TARGET DC 0559,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,24.00,24.00,13.82,331.78,12.73,Branded,Cakebites,INDIANAPOLIS,IN
2023-31466-00,TARGET DC 0558,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,21.00,21.00,13.82,290.30,12.73,Branded,Cakebites,ALBANY,OR
2023-31465-00,TARGET DC 0557,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,56.00,56.00,13.82,774.14,12.73,Branded,Cakebites,OCONOMOWOC,WI
2023-31464-00,TARGET DC 0556,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,74.00,74.00,13.82,"1,022.98",12.73,Branded,Cakebites,TIFTON,GA
2023-31463-00,TARGET DC 0555,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,38.00,38.00,13.82,525.31,12.73,Branded,Cakebites,WOODLAND,CA
2023-31462-00,TARGET DC 0554,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,58.00,58.00,13.82,801.79,12.73,Branded,Cakebites,PUEBLO,CO
2023-31461-00,TARGET DC 0553,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,26.00,26.00,13.82,359.42,12.73,Branded,Cakebites,FONTANA,CA
2023-31460-00,TARGET DC 0551,GROCERY,8/7/2023,18128,Cakebites - M&Ms - Family Pack 12/Case,MARS,29.00,29.00,13.82,400.90,12.73,Branded,Cakebites,FRIDLEY,MN
2023-31392-01,Edelweiss Bakery,INTERNET,8/7/2023,00703,Autumn Shortbread - 5lb Bulk,N/A,4.00,4.00,9.45,37.79,4.38,Bulk,Bulk Harvest,San Diego,CA
2023-31381-00,LIPARI FOODS INC.,DISTRIBUTOR,8/18/2023,78607,Pop Candy MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,51.00,51.00,9.31,474.91,5.23,Structure Kits,Structure Kits NL,WARREN,MI
2023-31381-00,LIPARI FOODS INC.,DISTRIBUTOR,8/18/2023,77621,PEZ Halloween House Kit - 6/Case,PEZ,23.00,23.00,23.18,533.23,13.76,Structure Kits,Structure Kits Licensed,WARREN,MI
2023-31381-00,LIPARI FOODS INC.,DISTRIBUTOR,8/18/2023,79825,MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/CS,N/A,93.00,93.00,9.31,866.02,5.20,Structure Kits,Structure Kits NL,WARREN,MI
2023-31381-00,LIPARI FOODS INC.,DISTRIBUTOR,8/18/2023,79925,DIRT CUPS COOKIE DECORATING KIT 6/CASE,N/A,71.00,71.00,18.07,"1,283.11",14.27,Structure Kits,Structure Kits NL,WARREN,MI
2023-31381-00,LIPARI FOODS INC.,DISTRIBUTOR,8/18/2023,79147,TROLLS MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,Universal,58.00,58.00,9.31,540.10,5.30,Structure Kits,Structure Kits Licensed,WARREN,MI
2023-31244-00,WAL*MART STORES INC.,RETAIL,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,102.00,102.00,6.00,612.00,5.10,Structure Kits,Structure Kits NL,APPLE VALLEY,CA
2023-31243-00,WAL*MART STORES INC.,GROCERY,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,61.00,61.00,6.00,366.00,5.10,Structure Kits,Structure Kits NL,PALESTINE,TX
2023-31242-00,WAL*MART STORES INC.,GROCERY,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,70.00,70.00,6.00,420.00,5.10,Structure Kits,Structure Kits NL,ALACHUA,FL
2023-31241-00,WAL*MART STORES INC.,RETAIL,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,72.00,72.00,6.00,432.00,5.10,Structure Kits,Structure Kits NL,GRANTSVILLE,UT
2023-31240-00,WAL*MART STORES INC.,RETAIL,8/21/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,74.00,74.00,6.00,444.00,5.10,Structure Kits,Structure Kits NL,SEALY,TX
2023-31239-00,WAL*MART STORES INC.,RETAIL,8/24/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,83.00,83.00,6.00,498.00,5.10,Structure Kits,Structure Kits NL,SMYRNA,DE
2023-31238-00,WAL*MART STORES INC.,GROCERY,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,50.00,50.00,6.00,300.00,5.10,Structure Kits,Structure Kits NL,SEARCY,AR
2023-31237-00,WAL*MART STORES INC.,GROCERY,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,78.00,78.00,6.00,468.00,5.10,Structure Kits,Structure Kits NL,LOVELAND,CO
2023-31236-00,WAL*MART STORES INC.,RETAIL,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,64.00,64.00,6.00,384.00,5.10,Structure Kits,Structure Kits NL,ST JAMES,MO
2023-31235-00,WAL*MART STORES INC.,RETAIL,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,77.00,77.00,6.00,462.00,5.10,Structure Kits,Structure Kits NL,SHELBY,NC
2023-31234-00,WAL*MART STORES INC.,RETAIL,8/24/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,72.00,72.00,6.00,432.00,5.10,Structure Kits,Structure Kits NL,TOBYHANNA,PA
2023-31233-00,WAL*MART STORES INC.,RETAIL,8/24/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,76.00,76.00,6.00,456.00,5.10,Structure Kits,Structure Kits NL,MT. CRAWFORD,VA
2023-31232-00,WAL*MART STORES INC.,GROCERY,8/21/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,89.00,89.00,6.00,534.00,5.10,Structure Kits,Structure Kits NL,NEW BRAUNFELS,TX
2023-31231-00,WAL*MART STORES INC.,GROCERY,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,56.00,56.00,6.00,336.00,5.10,Structure Kits,Structure Kits NL,MOUNT PLEASANT,IA
2023-31230-00,WAL*MART STORES INC.,GROCERY,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,90.00,90.00,6.00,540.00,5.10,Structure Kits,Structure Kits NL,SEYMOUR,IN
2023-31229-00,WAL*MART STORES INC.,GROCERY,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,70.00,70.00,6.00,420.00,5.10,Structure Kits,Structure Kits NL,HERMISTON,OR
2023-31228-00,WAL*MART STORES INC.,GROCERY,8/24/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,71.00,71.00,6.00,426.00,5.10,Structure Kits,Structure Kits NL,MARCY,NY
2023-31227-00,WAL*MART STORES INC.,GROCERY,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,65.00,65.00,6.00,390.00,5.10,Structure Kits,Structure Kits NL,BROOKSVILLE,FL
2023-31226-00,WAL*MART STORES INC.,GROCERY,8/24/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,53.00,53.00,6.00,318.00,5.10,Structure Kits,Structure Kits NL,DOUGLAS,GA
2023-31224-00,WAL*MART STORES INC.,RETAIL,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,80.00,80.00,6.00,480.00,5.10,Structure Kits,Structure Kits NL,SPRING VALLEY,IL
2023-31223-00,WAL*MART STORES INC.,GROCERY,8/21/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,55.00,55.00,6.00,330.00,5.10,Structure Kits,Structure Kits NL,SUTHERLAND,VA
2023-31222-00,WAL*MART STORES INC.,GROCERY,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,68.00,68.00,6.00,408.00,5.10,Structure Kits,Structure Kits NL,OTTAWA,KS
2023-31221-00,WAL*MART STORES INC.,GROCERY,8/21/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,76.00,76.00,6.00,456.00,5.10,Structure Kits,Structure Kits NL,RAYMOND,NH
2023-31220-00,WAL*MART STORES INC.,RETAIL,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,69.00,69.00,6.00,414.00,5.10,Structure Kits,Structure Kits NL,BENTONVILLE,AR
2023-31219-00,WAL*MART STORES INC.,GROCERY,8/24/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,91.00,91.00,6.00,546.00,5.10,Structure Kits,Structure Kits NL,WOODLAND,PA
2023-31218-00,WAL*MART STORES INC.,GROCERY,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,54.00,54.00,6.00,324.00,5.10,Structure Kits,Structure Kits NL,BROOKHAVEN,MS
2023-31217-00,WAL*MART STORES INC.,GROCERY,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,98.00,98.00,6.00,588.00,5.10,Structure Kits,Structure Kits NL,GROVE CITY,OH
2023-31216-00,WAL*MART STORES INC.,GROCERY,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,101.00,101.00,6.00,606.00,5.10,Structure Kits,Structure Kits NL,COLDWATER,MI
2023-31215-00,WAL*MART STORES INC.,GROCERY,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,84.00,84.00,6.00,504.00,5.10,Structure Kits,Structure Kits NL,PORTERVILLE,CA
2023-31214-00,WAL*MART STORES INC.,RETAIL,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,67.00,67.00,6.00,402.00,5.10,Structure Kits,Structure Kits NL,BEAVER DAM,WI
2023-31213-00,WAL*MART STORES INC.,GROCERY,8/21/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,78.00,78.00,6.00,468.00,5.10,Structure Kits,Structure Kits NL,MENOMONIE,WI
2023-31211-00,WAL*MART STORES INC.,GROCERY,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,80.00,80.00,6.00,480.00,5.10,Structure Kits,Structure Kits NL,RED BLUFF,CA
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,00754,Witch Sweet Treat - 72/Case,N/A,11.00,11.00,11.40,125.44,7.65,Bulk,Bulk Harvest,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,00712,Apple Pie - 5lb Bulk,N/A,11.00,11.00,7.25,79.77,5.53,Bulk,Bulk Harvest,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,00735,Harvest Pretzel - 5lb Bulk,N/A,6.00,6.00,7.25,43.51,5.13,Bulk,Bulk Harvest,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,00703,Autumn Shortbread - 5lb Bulk,N/A,16.00,16.00,7.25,116.03,4.38,Bulk,Bulk Harvest,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12141,Mini Candy Land Gingerbread Kit -14/Case,Hasbro,5.00,5.00,21.73,108.64,11.34,Structure Kits,Structure Kits Licensed,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,78801,Autumn - Pumpkin & Pretzel Perfect Pair 12/8 oz.,N/A,1.00,1.00,18.33,18.33,13.51,Bulk,Retail Packages,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12022,Swiss Miss Chocolate House Kit - 6/Case,Conagra,1.00,1.00,23.18,23.18,13.65,Structure Kits,Structure Kits Licensed,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12115,Swiss Miss Cookie Decorating Kit - 6/Case,Conagra,2.00,2.00,23.18,46.37,11.81,Structure Kits,Structure Kits Licensed,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,00701,Orange Pumpkin Face - 5lb Bulk,N/A,6.00,6.00,7.25,43.51,4.62,Bulk,Bulk Harvest,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,00717,Autumn Leaf - 5lb Bulk,N/A,9.00,9.00,7.25,65.27,5.31,Bulk,Bulk Harvest,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,00709,Sugar Trio - 5lb Bulk,N/A,14.00,14.00,7.25,101.53,4.03,Bulk,Bulk Harvest,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,00750,Jack-O'Lantern Sweet Treat - 72/Case,N/A,16.00,16.00,11.40,182.46,7.47,Bulk,Bulk Harvest,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,78607,Pop Candy MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,2.00,2.00,9.31,18.62,5.23,Structure Kits,Structure Kits NL,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,79925,DIRT CUPS COOKIE DECORATING KIT 6/CASE,N/A,2.00,2.00,18.07,36.14,14.27,Structure Kits,Structure Kits NL,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12206,Peanuts Gingerbread House Kit - 6/Case,Peanuts,7.00,7.00,23.18,162.29,12.39,Structure Kits,Structure Kits Licensed,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12142,Mini Holiday Gingerbread House Kit -14/Case,N/A,1.00,1.00,18.82,18.82,11.34,Structure Kits,Structure Kits NL,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12296,Elf on the Shelf Gingerbread House Kit - 6/Case,CCAB,7.00,7.00,23.18,162.29,12.61,Structure Kits,Structure Kits Licensed,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12199,Frosty the Snowman Gingerbread House Kit - 6/Case,Universal,5.00,5.00,23.18,115.92,12.59,Structure Kits,Structure Kits Licensed,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12146,Elf on the Shelf - MINI Gingerbread House Kit - 14/Case,CCAB,7.00,7.00,21.73,152.10,11.34,Structure Kits,Structure Kits Licensed,FAIRFIELD,OH
2023-31181-00,BAKEMARK - CINCINNATI,DISTRIBUTOR,8/24/2023,12627,Holiday Gingerbread House,N/A,2.00,2.00,17.64,35.28,11.89,Structure Kits,Structure Kits NL,FAIRFIELD,OH
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00701,Orange Pumpkin Face - 5lb Bulk,N/A,57.00,57.00,7.56,430.69,4.62,Bulk,Bulk Harvest,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00750,Jack-O'Lantern Sweet Treat - 72/Case,N/A,390.00,390.00,11.89,"4,636.32",7.47,Bulk,Bulk Harvest,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00945,S'mores Filled Cookie,N/A,126.00,126.00,9.08,"1,143.58",5.79,Bulk,Bulk Everyday,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00712,Apple Pie - 5lb Bulk,N/A,76.00,76.00,7.56,574.26,5.53,Bulk,Bulk Harvest,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00960,Frosted Coffee Cake - 5lb Bulk,N/A,32.00,32.00,8.82,282.24,7.03,Bulk,Rainbow Cookies,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00754,Witch Sweet Treat - 72/Case,N/A,69.00,69.00,11.89,820.27,7.65,Bulk,Bulk Harvest,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,78128,Autumn - Apple Pie & Pretzel Perfect Pair12/8 oz.,N/A,17.00,17.00,19.10,324.77,11.60,Bulk,Retail Packages,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,78812,Autumn - Halloween Trio & Shortbread Perfect Pair 12/8 oz.,N/A,37.00,37.00,19.10,706.85,12.72,Bulk,Retail Packages,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,78801,Autumn - Pumpkin & Pretzel Perfect Pair 12/8 oz.,N/A,23.00,23.00,19.10,439.39,13.51,Bulk,Retail Packages,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,78803,Autumn - Shortbread & Pretzel Perfect Pair 12/8 oz.,N/A,23.00,23.00,19.10,439.39,10.95,Bulk,Retail Packages,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00703,Autumn Shortbread - 5lb Bulk,N/A,95.00,95.00,7.56,717.82,4.38,Bulk,Bulk Harvest,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00717,Autumn Leaf - 5lb Bulk,N/A,55.00,55.00,7.56,415.58,5.31,Bulk,Bulk Harvest,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00955,Caramel Chocolate Filled Cookie,N/A,99.00,99.00,8.77,868.43,6.26,Bulk,Bulk Everyday,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00965,Peanut Butter Chocolate Ripple - 5lb Bulk,N/A,47.00,47.00,11.00,516.81,9.11,Bulk,Rainbow Cookies,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00950,Fudge Mint Filled Cookie,N/A,96.00,96.00,8.77,842.11,6.77,Bulk,Bulk Everyday,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00980,Harvest Pumpkin Spice Cakebites - 5lb Bulk,N/A,18.00,18.00,8.52,153.36,7.58,Bulk,Rainbow Cookies,WARREN,MI
2023-31180-00,LIPARI FOODS INC.,DISTRIBUTOR,8/9/2023,00709,Sugar Trio - 5lb Bulk,N/A,121.00,121.00,7.56,914.28,4.03,Bulk,Bulk Harvest,WARREN,MI
2023-31153-00,WAL*MART STORES INC.,GROCERY,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,61.00,61.00,6.00,366.00,5.10,Structure Kits,Structure Kits NL,MIDWAY,TN
2023-31152-00,WAL*MART STORES INC.,GROCERY,8/21/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,64.00,64.00,6.00,384.00,5.10,Structure Kits,Structure Kits NL,HOPE MILLS,NC
2023-31151-00,WAL*MART STORES INC.,GROCERY,8/21/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,76.00,76.00,6.00,456.00,5.10,Structure Kits,Structure Kits NL,SANGER,TX
2023-31150-00,WAL*MART STORES INC.,RETAIL,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,53.00,53.00,6.00,318.00,5.10,Structure Kits,Structure Kits NL,FT PIERCE,FL
2023-31149-00,WAL*MART STORES INC.,GROCERY,8/17/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,64.00,64.00,6.00,384.00,5.10,Structure Kits,Structure Kits NL,PLAINVIEW,TX
2023-31148-00,WAL*MART STORES INC.,GROCERY,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,76.00,76.00,6.00,456.00,5.10,Structure Kits,Structure Kits NL,HOPKINSVILLE,KY
2023-31147-00,WAL*MART STORES INC.,RETAIL,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,78.00,78.00,6.00,468.00,5.10,Structure Kits,Structure Kits NL,CULLMAN,AL
2023-31146-00,WAL*MART STORES INC.,GROCERY,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,79.00,79.00,6.00,474.00,5.10,Structure Kits,Structure Kits NL,BUCKEYE,AZ
2023-31145-00,WAL*MART STORES INC.,GROCERY,8/23/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,64.00,64.00,6.00,384.00,5.10,Structure Kits,Structure Kits NL,LA GRANGE,GA
2023-31144-00,WAL*MART STORES INC.,GROCERY,8/22/2023,79825W,WALMART MINI HALLOWEEN CHOCOLATE COOKIE HOUSE KIT 6/Cs,N/A,56.00,56.00,6.00,336.00,5.10,Structure Kits,Structure Kits NL,OPELOUSAS,LA
2023-31121-00,MEIJER,RETAIL,8/8/2023,79925,DIRT CUPS COOKIE DECORATING KIT 6/CASE,N/A,114.00,114.00,15.84,"1,805.76",14.27,Structure Kits,Structure Kits NL,TIPP CITY,OH
2023-31120-00,MEIJER,RETAIL,8/8/2023,79925,DIRT CUPS COOKIE DECORATING KIT 6/CASE,N/A,204.00,204.00,15.84,"3,231.36",14.27,Structure Kits,Structure Kits NL,LANSING,MI
2023-31042-00,COSTCO WHOLESALE,CLUB,8/11/2023,19288,COSTCO SNICKERS Cakebite 12ct display 9 Case,MARS,56.00,56.00,"1,202.69","67,350.53",809.31,Branded,Cakebites,WEST PALM BEACH,FL
2023-31041-00,COSTCO WHOLESALE,CLUB,8/15/2023,19288,COSTCO SNICKERS Cakebite 12ct display 9 Case,MARS,56.00,56.00,"1,202.69","67,350.53",809.31,Branded,Cakebites,COLLEGE PARK,GA
2023-31040-00,COSTCO WHOLESALE,CLUB,8/15/2023,19288,COSTCO SNICKERS Cakebite 12ct display 9 Case,MARS,56.00,56.00,"1,202.69","67,350.53",809.31,Branded,Cakebites,COLLEGE PARK,GA
2023-30843-00,UNFI ACCOUNTS PAYABLE,GROCERY,8/27/2023,"Salvage, Stales - Branded","Salvage, Stales - Branded",N/A,-1.00,-1.00,148.07,-148.07,0.00,Branded,All Branded,HOWELL,NJ
2023-30842-00,UNFI ACCOUNTS PAYABLE,GROCERY,8/27/2023,"Salvage, Stales - Branded","Salvage, Stales - Branded",N/A,-1.00,-1.00,940.41,-940.41,0.00,Branded,All Branded,HOWELL,NJ
2023-30826-00,TARGET DC 3865,GROCERY,8/1/2023,95012,TARGET - Favorite Day - Apple Pie Filled Cookie,N/A,50.00,50.00,13.15,657.60,8.84,Bulk,Retail Packages,CHICAGO,IL
2023-30825-00,TARGET DC 3857,GROCERY,8/1/2023,95012,TARGET - Favorite Day - Apple Pie Filled Cookie,N/A,63.00,63.00,13.15,828.58,8.84,Bulk,Retail Packages,LOGAN TWP,NJ
2023-30824-00,TARGET DC 3811,GROCERY,8/1/2023,95012,TARGET - Favorite Day - Apple Pie Filled Cookie,N/A,246.00,246.00,13.15,"3,235.39",8.84,Bulk,Retail Packages,NEWTON,NC
2023-30823-00,TARGET DC 3808,GROCERY,8/1/2023,95012,TARGET - Favorite Day - Apple Pie Filled Cookie,N/A,179.00,179.00,13.15,"2,354.21",8.84,Bulk,Retail Packages,MIDWAY,GA
